DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,OPERATOR_NAME,OFFICE_ADDRESS_STREET,OFFICE_ADDRESS_CITY,OFFICE_ADDRESS_COUNTY,OFFICE_ADDRESS_STATE,OFFICE_ADDRESS_ZIP,HQ_ADDRESS_STREET,HQ_ADDRESS_CITY,HQ_ADDRESS_COUNTY,HQ_ADDRESS_STATE,HQ_ADDRESS_ZIP,COMMODITY,STOP,OPERATOR_TYPE,MMILES_STEEL_UNP_BARE,MMILES_STEEL_UNP_COATED,MMILES_STEEL_CP_BARE,MMILES_STEEL_CP_COATED,MMILES_PLASTIC,MMILES_CI,MMILES_DI,MMILES_CU,MMILES_OTHER,MMILES_RCI,MMILES_TOTAL,NUM_SRVS_STEEL_UNP_BARE,NUM_SRVS_STEEL_UNP_COATED,NUM_SRVS_STEEL_CP_BARE,NUM_SRVS_STEEL_CP_COATED,NUM_SRVS_PLASTIC,NUM_SRVS_CI,NUM_SRVS_DI,NUM_SRVS_CU,NUM_SRVS_OTHER,NUM_SRVS_RCI,NUM_SRVCS_TOTAL,MMILES_STEEL_UNK,MMILES_STEEL_LT2IN,MMILES_STEEL_2IN_TO_4IN,MMILES_STEEL_4IN_TO_8IN,MMILES_STEEL_8IN_TO_12IN,MMILES_STEEL_GT12IN,MMILES_STEEL_TOTAL,MMILES_DI_UNK,MMILES_DI_LT2IN,MMILES_DI_2IN_TO_4IN,MMILES_DI_4IN_TO_8IN,MMILES_DI_8IN_TO_12IN,MMILES_DI_GT12IN,MMILES_DI_TOTAL,MMILES_CU_UNK,MMILES_CU_LT2IN,MMILES_CU_2IN_TO_4IN,MMILES_CU_4IN_TO_8IN,MMILES_CU_8IN_TO_12IN,MMILES_CU_GT12IN,MMILES_CU_TOTAL,MMILES_CI_WR_UNK,MMILES_CI_WR_LT2IN,MMILES_CI_WR_2IN_TO_4IN,MMILES_CI_WR_4IN_TO_8IN,MMILES_CI_WR_8IN_TO_12IN,MMILES_CI_WR_GT12IN,MMILES_CI_WR_TOTAL,MMILES_PLASTIC_UNK,MMILES_PLASTIC_LT2IN,MMILES_PLASTIC_2IN_TO_4IN,MMILES_PLASTIC_4IN_TO_8IN,MMILES_PLASTIC_8IN_TO_12IN,MMILES_PLASTIC_GT12IN,MMILES_PLASTIC_TOTAL,MMILES_PE_UNK,MMILES_PE_LT2IN,MMILES_PE_2IN_TO_4IN,MMILES_PE_4IN_TO_8IN,MMILES_PE_8IN_TO_12IN,MMILES_PE_GT12IN,MMILES_PE_TOTAL,MMILES_ABS_UNK,MMILES_ABS_LT2IN,MMILES_ABS_2IN_TO_4IN,MMILES_ABS_4IN_TO_8IN,MMILES_ABS_8IN_TO_12IN,MMILES_ABS_GT12IN,MMILES_ABS_TOTAL,MMILES_OTH_PLSTC_UNK,MMILES_OTH_PLSTC_LT2IN,MMILES_OTH_PLSTC_2IN_TO_4IN,MMILES_OTH_PLSTC_4IN_TO_8IN,MMILES_OTH_PLSTC_8IN_TO_12IN,MMILES_OTH_PLSTC_GT12IN,MMILES_OTH_PLSTC_TOTAL,MMILES_OTHER_UNK,MMILES_OTHER_LT2IN,MMILES_OTHER_2IN_TO_4IN,MMILES_OTHER_4IN_TO_8IN,MMILES_OTHER_8IN_TO_12IN,MMILES_OTHER_GT12IN,MMILES_OTHER_TOTAL,MMILES_OTHER_MATERIAL_DETAIL,MMILES_RCI_UNK,MMILES_RCI_LT2IN,MMILES_RCI_2IN_TO_4IN,MMILES_RCI_4IN_TO_8IN,MMILES_RCI_8IN_TO_12IN,MMILES_RCI_GT12IN,MMILES_RCI_TOTAL,MMILES_UNK_TOTAL,MMILES_LT2IN_TOTAL,MMILES_2IN_TO_4IN_TOTAL,MMILES_4IN_TO_8IN_TOTAL,MMILES_8IN_TO_12IN_TOTAL,MMILES_GT12IN_TOTAL,MMILES_PART_B2_TOTAL,AVERAGE_LENGTH,NUM_SRVS_STEEL_UNK,NUM_SRVS_STEEL_LT1IN,NUM_SRVS_STEEL_1IN_TO_2IN,NUM_SRVS_STEEL_2IN_TO_4IN,NUM_SRVS_STEEL_4IN_TO_8IN,NUM_SRVS_STEEL_GT8IN,NUM_SRVS_STEEL_TOTAL,NUM_SRVS_DI_UNK,NUM_SRVS_DI_LT1IN,NUM_SRVS_DI_1IN_TO_2IN,NUM_SRVS_DI_2IN_TO_4IN,NUM_SRVS_DI_4IN_TO_8IN,NUM_SRVS_DI_GT8IN,NUM_SRVS_DI_TOTAL,NUM_SRVS_CU_UNK,NUM_SRVS_CU_LT1IN,NUM_SRVS_CU_1IN_TO_2IN,NUM_SRVS_CU_2IN_TO_4IN,NUM_SRVS_CU_4IN_TO_8IN,NUM_SRVS_CU_GT8IN,NUM_SRVS_CU_TOTAL,NUM_SRVS_CI_WR_UNK,NUM_SRVS_CI_WR_LT1IN,NUM_SRVS_CI_WR_1IN_TO_2IN,NUM_SRVS_CI_WR_2IN_TO_4IN,NUM_SRVS_CI_WR_4IN_TO_8IN,NUM_SRVS_CI_WR_GT8IN,NUM_SRVS_CI_WR_TOTAL,NUM_SRVS_PLASTIC_UNK,NUM_SRVS_PLASTIC_LT1IN,NUM_SRVS_PLASTIC_1IN_TO_2IN,NUM_SRVS_PLASTIC_2IN_TO_4IN,NUM_SRVS_PLASTIC_4IN_TO_8IN,NUM_SRVS_PLASTIC_GT8IN,NUM_SRVS_PLASTIC_TOTAL,NUM_SRVS_PE_UNK,NUM_SRVS_PE_LT1IN,NUM_SRVS_PE_1IN_TO_2IN,NUM_SRVS_PE_2IN_TO_4IN,NUM_SRVS_PE_4IN_TO_8IN,NUM_SRVS_PE_GT8IN,NUM_SRVS_PE_TOTAL,NUM_SRVS_ABS_UNK,NUM_SRVS_ABS_LT1IN,NUM_SRVS_ABS_1IN_TO_2IN,NUM_SRVS_ABS_2IN_TO_4IN,NUM_SRVS_ABS_4IN_TO_8IN,NUM_SRVS_ABS_GT8IN,NUM_SRVS_ABS_TOTAL,NUM_SRVS_OTH_PLSTC_UNK,NUM_SRVS_OTH_PLSTC_LT1IN,NUM_SRVS_OTH_PLSTC_1IN_TO_2IN,NUM_SRVS_OTH_PLSTC_2IN_TO_4IN,NUM_SRVS_OTH_PLSTC_4IN_TO_8IN,NUM_SRVS_OTH_PLSTC_GT8IN,NUM_SRVS_OTH_PLSTC_TOTAL,NUM_SRVS_OTHER_UNK,NUM_SRVS_OTHER_LT1IN,NUM_SRVS_OTHER_1IN_TO_2IN,NUM_SRVS_OTHER_2IN_TO_4IN,NUM_SRVS_OTHER_4IN_TO_8IN,NUM_SRVS_OTHER_GT8IN,NUM_SRVS_OTHER_TOTAL,NUM_SRVS_OTHER_MATERIAL_DETAIL,NUM_SRVS_RCI_UNK,NUM_SRVS_RCI_LT1IN,NUM_SRVS_RCI_1IN_TO_2IN,NUM_SRVS_RCI_2IN_TO_4IN,NUM_SRVS_RCI_4IN_TO_8IN,NUM_SRVS_RCI_GT8IN,NUM_SRVS_RCI_TOTAL,NUM_SRVS_UNK_TOTAL,NUM_SRVS_LT1IN_TOTAL,NUM_SRVS_1IN_TO_2IN_TOTAL,NUM_SRVS_2IN_TO_4IN_TOTAL,NUM_SRVS_4IN_TO_8IN_TOTAL,NUM_SRVS_GT8IN_TOTAL,NUM_SRVS_PART_B3_TOTAL,MMILES_BY_DCD_UNK,MMILES_BY_DCD_PRE1940,MMILES_BY_DCD_1940_TO_1949,MMILES_BY_DCD_1950_TO_1959,MMILES_BY_DCD_1960_TO_1969,MMILES_BY_DCD_1970_TO_1979,MMILES_BY_DCD_1980_TO_1989,MMILES_BY_DCD_1990_TO_1999,MMILES_BY_DCD_2000_TO_2009,MMILES_BY_DCD_2010_TO_2019,MMILES_BY_DCD_2020_TO_2029,MMILES_BY_DCD_TOTAL,NUM_SRVS_BY_DCD_UNK,NUM_SRVS_BY_DCD_PRE1940,NUM_SRVS_BY_DCD_1940_TO_1949,NUM_SRVS_BY_DCD_1950_TO_1959,NUM_SRVS_BY_DCD_1960_TO_1969,NUM_SRVS_BY_DCD_1970_TO_1979,NUM_SRVS_BY_DCD_1980_TO_1989,NUM_SRVS_BY_DCD_1990_TO_1999,NUM_SRVS_BY_DCD_2000_TO_2009,NUM_SRVS_BY_DCD_2010_TO_2019,NUM_SRVS_BY_DCD_2020_TO_2029,NUM_SRVS_BY_DCD_TOTAL,TOTAL_LEAKS_COR_MAINS,TOTAL_LEAKS_NF_MAINS,TOTAL_LEAKS_EX_MAINS,TOTAL_LEAKS_OF_DAM_MAINS,TOTAL_LEAKS_MAT_WELD_MAINS,TOTAL_LEAKS_EQ_MAINS,TOTAL_LEAKS_OP_MAINS,TOTAL_LEAKS_OT_MAINS,TOTAL_LEAKS_COR_SRVS,TOTAL_LEAKS_NF_SRVS,TOTAL_LEAKS_EX_SRVS,TOTAL_LEAKS_OF_DAM_SRVS,TOTAL_LEAKS_MAT_WELD_SRVS,TOTAL_LEAKS_EQ_SRVS,TOTAL_LEAKS_OP_SRVS,TOTAL_LEAKS_OT_SRVS,TOTAL_HAZLEAKS_COR_MAINS,TOTAL_HAZLEAKS_NF_MAINS,TOTAL_HAZLEAKS_EX_MAINS,TOTAL_HAZLEAKS_OF_DAM_MAINS,TOTAL_HAZLEAKS_MAT_WELD_MAINS,TOTAL_HAZLEAKS_EQ_MAINS,TOTAL_HAZLEAKS_OP_MAINS,TOTAL_HAZLEAKS_OT_MAINS,TOTAL_HAZLEAKS_COR_SRVS,TOTAL_HAZLEAKS_NF_SRVS,TOTAL_HAZLEAKS_EX_SRVS,TOTAL_HAZLEAKS_OF_DAM_SRVS,TOTAL_HAZLEAKS_MAT_WELD_SRVS,TOTAL_HAZLEAKS_EQ_SRVS,TOTAL_HAZLEAKS_OP_SRVS,TOTAL_HAZLEAKS_OT_SRVS,KNOWN_LEAKS,MECHANICAL_JOINT_LEAKS,FED_LAND_LEAKS_REPAIRED,PERCENT_UNACC_GAS,PARTDNOTIFNOCALL,PARTDNOTIFOUTAREA,PARTDNOTIFPRIORSTART,PARTDNOTIFAFTEREXP,PARTDNOTIFINCINFO,PARTDNOTIFTOTAL,PARTDEXCAVTESTHOLE,PARTDEXCAVCLEARANCE,PARTDEXCAVPROTSHORE,PARTDEXCAVBACKFILL,PARTDMARKFADE,PARTDEXCAVNOTLISTED,PARTDEXCAVTOTAL,PARTDMISCDETER,PARTDMISCONECALL,PARTDMISCPREVDAMAGE,PARTDMISCROOTCAUSE,PARTDMISCTOTAL,PARTDLOCABANDON,PARTDLOCINCORMAP,PARTDLOCLOCERROR,PARTDLOCNORESP,PARTDLOCINCOMP,PARTDLOCTRACEWIRE,PARTDLOCUNLOCAT,PARTDLOCABANMARK,PARTDLOCMAPMARK,PARTDLOCLOCMARK,PARTDLOCTRACEMARK,PARTDLOCTOTAL,PARTDTOTDAMAGES,PARTDTOTTICKETS,ADDITIONAL_INFORMATION,PREPARERS_NAME,PREPARERS_TITLE,PREPARERS_PHONE,PREPARERS_FAX,PREPARERS_EMAIL,REPORT_SUBMISSION_TYPE,REPORT_DATE,FILING_DATE,FORM_REV
5/1/2025,2024,20251029,72228,7170,HAWKINS COUNTY UTILITY DIST,202 Park Blvd,Rogersville,Hawkins,TN,37857,202 PARK BOULEVARD,ROGERSVILLE,,TN,37857,Natural Gas,TN,Municipal Owned,0,0,0,79.805,216.301,0,0,0,0,0,296.106,0,0,0,876,8194,0,0,0,0,0,9070,0,11.184,27,41.621,0,0,79.805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193.244,17.057,6,0,0,216.301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,204.428,44.057,47.621,0,0,296.106,110,0,868,4,3,1,0,876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8126,64,4,0,0,8194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,8994,68,7,1,0,9070,0,0,0,0,39,25.81,80,70,44,30.56,6.736,296.106,0,0,0,0,601,508,2105,2589,1593,1277,397,9070,6,1,23,0,3,0,0,0,5,1,5,1,3,0,0,0,1,0,23,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,2.38,1,,,,,1,5,12,,,,,17,,,,,,,1,0,,,,0,,1,5,3,10,28,2977,,Patrick Lund,General Manager,(423) 272-8841,(423) 272-4645,plund@hcgas.com,INITIAL,3/13/2025,3/13/2025,7100.1-1 (Rev. 06-2023)
5/1/2025,2024,20250745,70380,7175,"HAWKINSVILLE, CITY OF",96 Broad St,Hawkinsville,Pulaski,GA,31036,P.O. BOX 120 96 BROAD STREET,HAWKINSVILLE,,GA,31036,Natural Gas,GA,Municipal Owned,,,0,9.73,30.16,0,0,0,0,0,39.89,,,,0,1208,0,0,0,0,0,1208,0,2.4,7.33,0,0,0,9.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.16,0,0,0,0,30.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,32.56,7.33,0,0,0,39.89,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1207,1,0,0,0,1208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1207,1,0,0,0,1208,0,0,0,0.5,10,0,0,2.32,7.54,10.87,8.66,39.89,153,0,0,0,0,0,11,888,68,69,19,1208,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,815,This report prepared by Wade Sharpe with the Gas Authority of Georgia with information submitted by Terry Conyer Gas Superintendent for the City of Hawkinsville Georgia.,Wade Sharpe,Senior Compliance Analyst,(404) 710-0605,(000) 000-0000,wsharpe@gasauthority.com,INITIAL,3/7/2025,3/7/2025,7100.1-1 (Rev. 06-2023)
5/1/2025,2024,20250195,66221,7180,HAWLEY UTILITIES COMM,PO Box 69,Hawley,clay,MN,56549,305 6TH STREET/P.O. BOX 69,HAWLEY,,MN,56549,Natural Gas,MN,Municipal Owned,,,,7.95,8.98,0,0,0,0,0,16.93,,,,342,486,0,0,0,0,0,828,0,5.62,2.33,0,0,0,7.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.05,1.68,2.25,0,0,8.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,10.67,4.01,2.25,0,0,16.93,90,0,336,6,0,0,0,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,4,2,0,0,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,816,10,2,0,0,828,0,0,0,0,9.18,0,0,0,5.38,1.93,0.44,16.93,0,0,0,0,344,49,20,97,114,155,51,830,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,561,,Alex Ames,operator,(218) 483-3331,(218) 483-3332,aames@ci.hawley.mn.us,INITIAL,2/5/2025,2/5/2025,7100.1-1 (Rev. 06-2023)
5/1/2025,2024,20250618,73600,7185,"HAZARD GAS CO, CITY OF",700 Main Street,Hazard,Perry,KY,41701,"P.O. BOX 420, 700 MAIN STREET",HAZARD,,KY,41702,Natural Gas,KY,Municipal Owned,,,,6,57,0,0,0,0,0,63,,,,,1735,0,0,0,0,0,1735,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,27,7,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,23,27,13,0,0,63,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1728,5,0,2,0,1735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1728,5,0,2,0,1735,0,0,0,0,0,56,0,0,0,0,7,63,0,0,0,0,0,1682,0,0,0,20,33,1735,0,0,1,0,0,0,0,0,7,7,3,0,0,2,0,0,0,0,1,0,0,0,0,0,7,7,3,0,0,2,0,0,0,0,0,4.1,,2,0,0,0,2,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,693,,Casey Bowling,,(606)436-3171,,casey.bowling@hazardky.gov,SUPPLEMENTAL,3/4/2025,3/21/2025,7100.1-1 (Rev. 06-2023)
5/1/2025,2024,20250029,64842,7190,HAZEN NATURAL GAS CO,111 N. HAZEN AVE.,HAZEN,Prairie,AR,72064,111 N. Hazen Ave.,HAZEN,,AR,72064,Natural Gas,AR,Municipal Owned,0,0,0,10,7,0,0,0,0,0,17,0,0,0,223,225,0,0,0,0,0,448,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,7,10,0,0,0,17,37.9,0,218,5,0,0,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,215,1,0,0,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,9,433,6,0,0,0,448,17,0,0,0,0,0,0,0,0,0,0,17,448,0,0,0,0,0,0,0,0,0,0,448,,,,,,,,,1,,,,,9,,5,,,,,,,,,,,,,,,,,0,0,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,286,We have replaced all of our commercial and industrial meters and correctors to ensure as accurate of a reading as possible. We replaced our check meter (take-off meter) in Carlisle and installed a new corrector on it as well to ensure it is as accurate and as close to our gas company's readings as we can possibly get. We have changed WHEN we bill out so we are billing off of our actual gas BILL rather than off of an estimate and then having to true-up every month. Our utility workers read as close to the last day of the ending month and the first day of the upcoming month to match how our gas company bills us (they bill us from the first day of the month to the last day of the month). Our utility workers are diligent to be looking for any signs of leaks every month when they are out reading meters. We now know when we repair a leak and gas is lost to run a calculation to figure out about how much gas was lost during the repair. By doing all these things we have been able to get our unaccounted gas at a consistent percentage but we are still working to get it down even more if we possibly can.,Trilby Shelman,operator,(870) 255-4521,(870) 255-3404,hazengas@cityofhazen.org,INITIAL,1/8/2025,1/8/2025,7100.1-1 (Rev. 06-2023)
5/1/2025,2024,20250752,70423,7205,"HEMPHILL MUNICIPLE SYSTEM, CITY OF",211 Starr St,Hemphill,Sabine,TX,75948,211 STARR STREET P.O. BOX 788,HEMPHILL,,TX,75948,Natural Gas,TX,Municipal Owned,0,0,0,6,17,0,0,0,0,0,23,0,0,0,38,576,0,0,0,0,0,614,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,16,7,0,0,0,23,25,0,38,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563,13,0,0,0,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,601,13,0,0,0,614,0,0,0,0,6,0,17,0,0,0,0,23,0,0,0,0,38,0,563,4,6,0,3,614,0,0,0,0,0,0,0,0,0,0,0,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,4,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,106,,Thad Smith,City Manager,(409) 787-2251,(409) 787-2259,tsmith@cityofhemphill.com,INITIAL,3/7/2025,3/7/2025,7100.1-1 (Rev. 06-2023)
5/1/2025,2024,20250939,71640,7210,"HEMPSTEAD, CITY OF",1125 Austin St,Hempstead,Waller,TX,77445,1125 AUSTIN STREET,HEMPSTEAD,,TX,77445,Natural Gas,TX,Municipal Owned,0,0,0,0,45,0,0,0,0,0,45,0,0,0,0,1729,0,0,0,0,0,1729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,9,2,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,34,9,2,0,0,45,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1706,27,1,0,0,1734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1706,27,1,0,0,1734,0,0,0,0,0,0,34,1,7,2,1,45,0,0,0,0,0,0,1383,5,248,57,36,1729,,,4,,1,,,,1,,6,,,,,,,,,,,,,,,,,,,,,,0,,0,2.225,,,,,,,4,2,,,,,6,,,,,,2,,1,,,1,,,,,,4,10,2443,,Blake Duncan,Operator,(979) 826-2486,(979) 826-6703,bduncan@hempsteadcitytx.gov,INITIAL,3/12/2025,3/12/2025,7100.1-1 (Rev. 06-2023)
5/1/2025,2024,20250615,69461,7215,"HENDERSON GAS DEPT, CITY OF",121 Crook Ave,Henderson,"Chester, Madison, McNairy",TN,38340,121 CROOK AVENUE (PO BOX 68),HENDERSON,,TN,38340,Natural Gas,TN,Municipal Owned,,,,88,239.8,0,0,0,0,0,327.8,,,,1557,3083,0,0,0,0,0,4640,0,54,14.3,5,14.7,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.8,56,0,0,0,239.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,237.8,70.3,5,14.7,0,327.8,100,0,1505,52,0,0,0,1557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3025,49,9,0,0,3083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,4530,101,9,0,0,4640,0,0,0,55,18,0,23,109,39,63,20.8,327.8,0,0,0,575,345,47,815,1185,1032,465,176,4640,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1.21,3,1,,,,4,,1,,,,,1,,,,,,,,,,,,,,,,,,5,1929,,Johnny Green,Utility Director,(731) 989-3503,(000) 000-0000,dgreen@hendersontn.gov,INITIAL,3/4/2025,3/4/2025,7100.1-1 (Rev. 06-2023)
5/1/2025,2024,20250553,68862,7220,HENDERSON MUNICIPAL GAS,1449 CORPORATE COURT,HENDERSON,,KY,42420,222 FIRST ST.- CITY BUILDING,HENDERSON,,KY,42420,Natural Gas,KY,Municipal Owned,0,9,0,144.68,112.68,0,0,0,0,0,266.36,0,94,0,2453,6647,0,0,0,0,0,9194,0,75.68,48.94,27.68,1.38,0,153.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.19,16.87,1.1,0,0,112.16,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0.52,0,0,0,0,0,0,0,POLYAMID TWELVE,0,0,0,0,0,0,0,0,169.87,65.81,29.3,1.38,0,266.36,80.87,0,1541,986,21,0,0,2548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6510,121,6,0,0,6647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,10,8051,1107,27,0,0,9195,24.45,29.17,12.25,29.31,21.02,26.92,19.6,31.36,30.07,25.65,17.04,266.84,498,1171,1061,738,665,1056,471,760,984,1116,675,9195,6,0,4,1,2,0,0,0,2,0,6,1,1,2,0,0,0,0,4,1,0,0,0,0,0,0,6,1,1,0,0,0,1,0,0,0.35,1,0,0,1,0,2,,1,,,,1,2,,,,,,,1,1,,,,,,,,1,3,7,6812,,Tim Clayton,Gas System Director,(270) 831-4918,(000) 000-0000,trclayton@hendersonky.gov,INITIAL,2/28/2025,2/28/2025,7100.1-1 (Rev. 06-2023)
5/1/2025,2024,20250953,71782,7225,HENNING GAS DEPT,260 N. Main St.,Henning,Lauderdale,TN,38041,260 N. MAIN ST,HENNING,,TN,38041,Natural Gas,TN,Municipal Owned,0,0,0,5,6,0,0,0,0,0,11,0,0,0,92,127,0,0,0,0,0,219,0,3,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,9,2,0,0,0,11,90,0,0,90,2,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,127,90,2,0,0,219,11,0,0,0,0,0,0,0,0,0,0,11,219,0,0,0,0,0,0,0,0,0,0,219,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,76,,Amanda Adkerson,Office Manager,(731) 738-2997,(000) 000-0000,adkersonamanda.toh@gmail.com,INITIAL,3/12/2025,3/12/2025,7100.1-1 (Rev. 06-2023)
